date,headline,source,market_event,market_index,index_change_percent,trading_volume,sentiment,sector,impact_level,related_company,news_url,sentiment_raw,cleaned_text,predicted_sentiment_slm,conf_slm,predicted_sentiment_llm,conf_llm,predicted_sentiment_ens,conf_ens,predicted_sentiment_baseline,conf_baseline,text_all,predicted_sentiment_blend,conf_blend
2025-07-17,"Global trade talks collapse, causing market turmoil",Investopedia,Consumer Confidence Report,FTSE 100,-1.66,36.59,Positive,Transportation,Medium,Tesla,https://www.ft.com/content/media-entertainment-merger,Positive,global trade talk collapse cause market turmoil,Negative,0.9996784432732966,Neutral,0.926467776298523,Neutral,0.926467776298523,Negative,0.4329683095266922,"[SECTOR]Transportation [EVENT]Consumer Confidence Report [INDEX]FTSE 100 || Global trade talks collapse, causing market turmoil",Positive,0.4134412568015906
2025-05-28,Aerospace and Defense sector sees rally amid geopolitical tensions,Investopedia,Commodity Price Shock,TSX,-2.01,261.94,,Pharmaceuticals,Medium,Tesla,https://www.business-standard.com/economy/economic-stimulus,,aerospace defense sector see rally amid geopolitical tension,Positive,0.8135903477668762,Neutral,0.5167160034179688,Positive,0.8135903477668762,Neutral,0.5044868394627735,[SECTOR]Pharmaceuticals [EVENT]Commodity Price Shock [INDEX]TSX || Aerospace and Defense sector sees rally amid geopolitical tensions,Neutral,0.4358669372623698
2025-04-28,Supply chain issues impact manufacturing sector earnings,The Economist,Government Policy Announcement,ASX 200,-2.45,371.87,Neutral,Healthcare,High,ExxonMobil,https://www.cnbc.com/2025/12/healthcare-sector-outlook,Neutral,supply chain issue impact manufacture sector earning,Negative,0.981491457670927,Neutral,0.6818038821220398,Neutral,0.6818038821220398,Negative,0.411826341880864,[SECTOR]Healthcare [EVENT]Government Policy Announcement [INDEX]ASX 200 || Supply chain issues impact manufacturing sector earnings,Neutral,1.0
2025-02-28,No Headline,Investopedia,Unemployment Rate Announcement,Nasdaq Composite,,422.01,Negative,Aerospace & Defense,Low,Boeing,,Negative,headline,Positive,0.98231041431427,Positive,0.8201241493225098,Positive,0.8201241493225098,Negative,0.3500982620596941,[SECTOR]Aerospace & Defense [EVENT]Unemployment Rate Announcement [INDEX]Nasdaq Composite || headline,Neutral,1.0
2025-06-30,Market braces for a major policy announcement from the EU,Reuters,Bond Market Fluctuation,BSE Sensex,0.92,286.71,Positive,Finance,Medium,Tata Motors,https://www.reuters.com/markets/indices/nikkei-225,Positive,market brace major policy announcement eu,Negative,0.9960182807408272,Positive,0.553841233253479,Positive,0.553841233253479,Positive,0.3763387280567816,[SECTOR]Finance [EVENT]Bond Market Fluctuation [INDEX]BSE Sensex || Market braces for a major policy announcement from the EU,Positive,0.38804028675818
2025-05-26,New IPO for a popular software firm is oversubscribed,The Motley Fool,Regulatory Changes,Shanghai Composite,2.83,13.97,Negative,Industrials,Medium,Apple Inc.,https://www.reuters.com/business/retail-sector-earnings,Negative,new ipo popular software firm oversubscribe,Negative,0.9996847116271964,Neutral,0.9522457718849182,Neutral,0.9522457718849182,Positive,0.4460462925560823,[SECTOR]Industrials [EVENT]Regulatory Changes [INDEX]Shanghai Composite || New IPO for a popular software firm is oversubscribed,Negative,0.3559274792221345
2025-06-02,Market sentiment turns positive on vaccine trial results,The Motley Fool,Market Rally,KOSPI,-2.92,475.95,Negative,Real Estate,Low,Boeing,https://www.wsj.com/europe/regulatory-changes,Negative,market sentiment turn positive vaccine trial result,Positive,0.9929572343826294,Negative,0.937713861465454,Negative,0.937713861465454,Positive,0.3366807257832501,[SECTOR]Real Estate [EVENT]Market Rally [INDEX]KOSPI || Market sentiment turns positive on vaccine trial results,Negative,0.3627807855536553
2025-04-02,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Barron's,Inflation Data Release,Shanghai Composite,4.41,448.6,Positive,Aerospace & Defense,High,Samsung Electronics,https://www.bloomberg.com/australia/asx-200-performance,Positive,major technology firm acquire small rival multi billion dollar deal,Positive,0.9964330196380616,Negative,0.6925921440124512,Negative,0.6925921440124512,Positive,0.3832058828527983,[SECTOR]Aerospace & Defense [EVENT]Inflation Data Release [INDEX]Shanghai Composite || Major technology firm acquires a smaller rival in a multi-billion dollar deal,Positive,0.39028181240203497
2025-07-18,Manufacturing PMI data signals economic expansion,CNBC,Inflation Data Release,Nasdaq Composite,-1.3,6.76,,Retail,Low,Microsoft,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,,manufacture pmi datum signal economic expansion,Positive,0.9959906935691832,Negative,0.8317858576774597,Negative,0.8317858576774597,Neutral,0.3665662773410739,[SECTOR]Retail [EVENT]Inflation Data Release [INDEX]Nasdaq Composite || Manufacturing PMI data signals economic expansion,Negative,0.3678807895795515
2025-07-22,Financial services stocks rally on strong profit margins,Forbes,Trade Tariffs Announcement,BSE Sensex,4.15,410.09,Positive,Finance,Medium,JP Morgan Chase,https://www.business-standard.com/economy/inflation-data,Positive,financial service stock rally strong profit margin,Positive,0.998268723487854,Negative,0.8834443688392639,Negative,0.8834443688392639,Negative,0.4196435803106924,[SECTOR]Finance [EVENT]Trade Tariffs Announcement [INDEX]BSE Sensex || Financial services stocks rally on strong profit margins,Negative,0.3665499626504923
2025-05-21,No Headline,Yahoo Finance,Commodity Price Shock,Nasdaq Composite,4.32,122.45,Negative,Industrials,Medium,Samsung Electronics,https://www.marketwatch.com/story/commodities-price-shock,Negative,headline,Positive,0.98231041431427,Positive,0.8201241493225098,Positive,0.8201241493225098,Negative,0.3500982620596941,[SECTOR]Industrials [EVENT]Commodity Price Shock [INDEX]Nasdaq Composite || headline,Negative,0.35651407322701667
2025-08-03,Mining company stock surges on commodity price boom,CNBC,Commodity Price Shock,NSE Nifty,-0.95,29.44,Negative,Agriculture,Medium,Boeing,https://www.reuters.com/markets/indices/nikkei-225,Negative,mining company stock surge commodity price boom,Positive,0.8297235369682312,Neutral,0.9161109328269958,Neutral,0.9161109328269958,Neutral,0.3549110157218938,[SECTOR]Agriculture [EVENT]Commodity Price Shock [INDEX]NSE Nifty || Mining company stock surges on commodity price boom,Positive,0.40866504447326146
2025-05-23,Tech Giant's New Product Launch Sparks Sector-Wide Gains,The Motley Fool,Regulatory Changes,ASX 200,-2.37,470.23,Neutral,Real Estate,Low,Microsoft,https://www.wsj.com/china/market-rally,Neutral,tech giant new product launch spark sector wide gain,Positive,0.9997351765632628,Negative,0.8704867362976074,Negative,0.8704867362976074,Neutral,0.3680258765268558,[SECTOR]Real Estate [EVENT]Regulatory Changes [INDEX]ASX 200 || Tech Giant's New Product Launch Sparks Sector-Wide Gains,Neutral,0.40958137076120466
2025-03-12,Financial sector bracing for new capital requirements,Seeking Alpha,Economic Data Release,Euro Stoxx 50,-1.96,76.95,Positive,Utilities,High,Apple Inc.,https://www.business-standard.com/economy/trade-disputes-impact,Positive,financial sector brace new capital requirement,Positive,0.7918830513954163,Neutral,0.8703101277351379,Neutral,0.8703101277351379,Negative,0.3526103137651786,[SECTOR]Utilities [EVENT]Economic Data Release [INDEX]Euro Stoxx 50 || Financial sector bracing for new capital requirements,Negative,0.42590967802208973
2025-06-30,Major technology firm acquires a smaller rival in a multi-billion dollar deal,The Motley Fool,IPO Launch,Hang Seng,0.21,268.35,,Construction,Low,JP Morgan Chase,,,major technology firm acquire small rival multi billion dollar deal,Positive,0.9964330196380616,Negative,0.6925921440124512,Negative,0.6925921440124512,Positive,0.3832058828527983,[SECTOR]Construction [EVENT]IPO Launch [INDEX]Hang Seng || Major technology firm acquires a smaller rival in a multi-billion dollar deal,Positive,0.35773889415074317
2025-04-07,ASX 200 gains on strong export performance,Reuters,Stock Market Crash,TSX,4.28,269.15,Positive,Media & Entertainment,High,JP Morgan Chase,https://www.reuters.com/business/retail-sector-earnings,Positive,asx gain strong export performance,Positive,0.9988730549812316,Negative,0.942391872406006,Negative,0.942391872406006,Negative,0.3808316834697547,[SECTOR]Media & Entertainment [EVENT]Stock Market Crash [INDEX]TSX || ASX 200 gains on strong export performance,Neutral,0.36053821270675784
2025-02-25,ASX 200 gains on strong export performance,The Motley Fool,Inflation Data Release,Russell 2000,-2.02,226.39,Neutral,Industrials,Low,Microsoft,https://www.theeconomist.com/world/government-policy-announcement,Neutral,asx gain strong export performance,Positive,0.9988730549812316,Negative,0.942391872406006,Negative,0.942391872406006,Negative,0.3808316834697547,[SECTOR]Industrials [EVENT]Inflation Data Release [INDEX]Russell 2000 || ASX 200 gains on strong export performance,Positive,0.39460495776809407
2025-06-05,Bond yields tumble as investors seek safe havens,CNBC,Central Bank Meeting,Nikkei 225,-0.05,251.63,Positive,Telecommunications,Medium,ExxonMobil,https://www.ft.com/content/currency-devaluation,Positive,bond yield tumble investor seek safe haven,Negative,0.9993801749660634,Neutral,0.9539420008659364,Neutral,0.9539420008659364,Neutral,0.4033387076443075,[SECTOR]Telecommunications [EVENT]Central Bank Meeting [INDEX]Nikkei 225 || Bond yields tumble as investors seek safe havens,Positive,0.3927139307099077
2025-07-14,Utilities sector remains stable during market fluctuations,Economic Times,Consumer Confidence Report,CAC 40,1.34,349.78,Neutral,Media & Entertainment,High,ExxonMobil,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,Neutral,utility sector remain stable market fluctuation,Positive,0.99437814950943,Negative,0.8029607534408569,Negative,0.8029607534408569,Neutral,0.4019982978567469,[SECTOR]Media & Entertainment [EVENT]Consumer Confidence Report [INDEX]CAC 40 || Utilities sector remains stable during market fluctuations,Neutral,0.424180607159239
2025-07-30,Financial sector bracing for new capital requirements,Barron's,Inflation Data Release,Nasdaq Composite,-1.18,48.95,Neutral,Healthcare,Low,Microsoft,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,Neutral,financial sector brace new capital requirement,Positive,0.7918830513954163,Neutral,0.8703101277351379,Neutral,0.8703101277351379,Negative,0.3526103137651786,[SECTOR]Healthcare [EVENT]Inflation Data Release [INDEX]Nasdaq Composite || Financial sector bracing for new capital requirements,Neutral,0.37074619362155675
2025-05-20,Consumer Discretionary stocks outperform as spending increases,Economic Times,Commodity Price Shock,Russell 2000,2.46,258.4,Positive,Retail,Medium,Apple Inc.,https://www.marketwatch.com/story/commodities-price-shock,Positive,consumer discretionary stock outperform spend increase,Negative,0.8161801695823669,Neutral,0.78903728723526,Neutral,0.78903728723526,Positive,0.411393185495008,[SECTOR]Retail [EVENT]Commodity Price Shock [INDEX]Russell 2000 || Consumer Discretionary stocks outperform as spending increases,Positive,0.3948940707194677
2025-03-23,Quarterly report shows surprising losses for retail giants,MarketWatch,Economic Data Release,IBOVESPA,-4.4,444.33,Positive,Energy,Low,Reliance Industries,https://www.business-standard.com/economy/inflation-data,Positive,quarterly report show surprising loss retail giant,Negative,0.9985382276354358,Neutral,0.8082053065299988,Neutral,0.8082053065299988,Positive,0.3859754557180708,[SECTOR]Energy [EVENT]Economic Data Release [INDEX]IBOVESPA || Quarterly report shows surprising losses for retail giants,Positive,0.38620186168298465
2025-08-14,Major oil spill sends energy stocks plummeting,Economic Times,Currency Devaluation,Nikkei 225,3.53,320.06,Negative,Transportation,Low,Samsung Electronics,https://www.wsj.com/china/market-regulation,Negative,major oil spill send energy stock plummet,Negative,0.9997251989261712,Neutral,0.9581496715545654,Neutral,0.9581496715545654,Positive,0.3785512201861806,[SECTOR]Transportation [EVENT]Currency Devaluation [INDEX]Nikkei 225 || Major oil spill sends energy stocks plummeting,Positive,0.43403376341223376
2025-03-22,China's Shanghai Composite falls after new trade restrictions,The Economist,Economic Data Release,Nikkei 225,-3.44,329.44,Positive,Utilities,Low,Tata Motors,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,Positive,china shanghai composite fall new trade restriction,Negative,0.9983587320894004,Neutral,0.9499472379684448,Neutral,0.9499472379684448,Positive,0.3987113155460107,[SECTOR]Utilities [EVENT]Economic Data Release [INDEX]Nikkei 225 || China's Shanghai Composite falls after new trade restrictions,Positive,0.4753735883681103
2025-05-02,Healthcare stocks gain on robust demand and strong outlook,Yahoo Finance,Unemployment Rate Announcement,S&P 500,1.86,411.34,Positive,Industrials,Low,Microsoft,https://www.bloomberg.com/canada/tsunami-warnings,Positive,healthcare stock gain robust demand strong outlook,Positive,0.9995635151863098,Negative,0.9446352124214172,Negative,0.9446352124214172,Positive,0.344279490042307,[SECTOR]Industrials [EVENT]Unemployment Rate Announcement [INDEX]S&P 500 || Healthcare stocks gain on robust demand and strong outlook,Neutral,0.34675397471060765
2025-05-09,Retail sales report surpasses all forecasts,Forbes,Unemployment Rate Announcement,FTSE 100,-2.67,45.77,Neutral,Agriculture,Low,JP Morgan Chase,https://www.investopedia.com/articles/government-policy-announcement,Neutral,retail sale report surpass forecast,Positive,0.990058958530426,Negative,0.8739065527915955,Negative,0.8739065527915955,Negative,0.4354619999451083,[SECTOR]Agriculture [EVENT]Unemployment Rate Announcement [INDEX]FTSE 100 || Retail sales report surpasses all forecasts,Positive,0.38026851516885773
2025-06-25,Government spending bill is expected to stimulate the economy,Forbes,Commodity Price Shock,S&P/TSX Composite,4.1,162.75,Negative,Pharmaceuticals,Low,Boeing,https://www.bloomberg.com/canada/tsunami-warnings,Negative,government spending bill expect stimulate economy,Positive,0.9923479557037354,Negative,0.9136728048324584,Negative,0.9136728048324584,Negative,0.3888582843064054,[SECTOR]Pharmaceuticals [EVENT]Commodity Price Shock [INDEX]S&P/TSX Composite || Government spending bill is expected to stimulate the economy,Neutral,0.3784874977190207
2025-06-13,Bond yields tumble as investors seek safe havens,Forbes,Stock Market Crash,NSE Nifty,3.52,305.06,,Aerospace & Defense,High,Tata Motors,https://timesofindia.indiatimes.com/business/corporate-governance,,bond yield tumble investor seek safe haven,Negative,0.9993801749660634,Neutral,0.9539420008659364,Neutral,0.9539420008659364,Neutral,0.4033387076443075,[SECTOR]Aerospace & Defense [EVENT]Stock Market Crash [INDEX]NSE Nifty || Bond yields tumble as investors seek safe havens,Neutral,0.3415814025160347
2025-07-13,Government spending bill is expected to stimulate the economy,Financial Times,Cryptocurrency Regulation,CAC 40,0.02,215.73,Negative,Agriculture,Low,Apple Inc.,https://www.cnbc.com/2025/08/russia-ukraine-war-economic-impact,Negative,government spending bill expect stimulate economy,Positive,0.9923479557037354,Negative,0.9136728048324584,Negative,0.9136728048324584,Negative,0.3888582843064054,[SECTOR]Agriculture [EVENT]Cryptocurrency Regulation [INDEX]CAC 40 || Government spending bill is expected to stimulate the economy,Positive,0.35340685434153346
2025-02-24,Financial sector bracing for new capital requirements,The Economist,Cryptocurrency Regulation,Euro Stoxx 50,1.48,238.3,,Industrials,Medium,Microsoft,https://www.marketwatch.com/story/commodities-price-shock,,financial sector brace new capital requirement,Positive,0.7918830513954163,Neutral,0.8703101277351379,Neutral,0.8703101277351379,Negative,0.3526103137651786,[SECTOR]Industrials [EVENT]Cryptocurrency Regulation [INDEX]Euro Stoxx 50 || Financial sector bracing for new capital requirements,Negative,0.37212380611353013
2025-05-02,Financial services stocks rally on strong profit margins,Investopedia,Cryptocurrency Regulation,Hang Seng,-4.03,349.01,Negative,Materials,High,Microsoft,https://www.cnbc.com/2025/11/major-merger-deal-approved,Negative,financial service stock rally strong profit margin,Positive,0.998268723487854,Negative,0.8834443688392639,Negative,0.8834443688392639,Negative,0.4196435803106924,[SECTOR]Materials [EVENT]Cryptocurrency Regulation [INDEX]Hang Seng || Financial services stocks rally on strong profit margins,Negative,0.3712416359042977
2025-05-15,Government subsidy program gives a lift to the agriculture sector,Bloomberg,Central Bank Meeting,Nikkei 225,-3.31,225.09,Positive,Agriculture,Low,Microsoft,https://www.investopedia.com/articles/government-policy-announcement,Positive,government subsidy program give lift agriculture sector,Positive,0.9988086223602296,Negative,0.9177612662315368,Negative,0.9177612662315368,Positive,0.3621604638443979,[SECTOR]Agriculture [EVENT]Central Bank Meeting [INDEX]Nikkei 225 || Government subsidy program gives a lift to the agriculture sector,Positive,0.4183033127707282
2025-06-09,Federal Reserve Chairman's speech causes market volatility,Reuters,Consumer Confidence Report,TSX,-4.56,244.44,Positive,Transportation,Low,Reliance Industries,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,Positive,federal reserve chairman speech cause market volatility,Negative,0.9968479014933108,Neutral,0.836676299571991,Neutral,0.836676299571991,Negative,0.3403748259910961,[SECTOR]Transportation [EVENT]Consumer Confidence Report [INDEX]TSX || Federal Reserve Chairman's speech causes market volatility,Neutral,1.0
2025-07-20,Gold prices surge as investors flee riskier assets,Seeking Alpha,Government Policy Announcement,KOSPI,-2.65,403.63,Positive,Telecommunications,Medium,ExxonMobil,https://www.forbes.com/finance/geopolitical-event-impact,Positive,gold price surge investor flee risky asset,Positive,0.735849916934967,Neutral,0.7202873229980469,Neutral,0.7202873229980469,Neutral,0.3835349098006431,[SECTOR]Telecommunications [EVENT]Government Policy Announcement [INDEX]KOSPI || Gold prices surge as investors flee riskier assets,Neutral,0.3708844304791233
2025-04-05,Real Estate sector shows signs of overheating as interest rates fall,Business Standard,Geopolitical Event,ASX 200,-2.49,109.55,Neutral,Agriculture,Low,ExxonMobil,https://www.reuters.com/business/energy/oil-market-update,Neutral,real estate sector show sign overheat interest rate fall,Negative,0.9990727926488034,Neutral,0.9642295241355896,Neutral,0.9642295241355896,Neutral,0.3423765321544685,[SECTOR]Agriculture [EVENT]Geopolitical Event [INDEX]ASX 200 || Real Estate sector shows signs of overheating as interest rates fall,Positive,0.37460485476290106
2025-07-01,Semiconductor shortages weigh heavily on tech sector profits,Business Standard,Major Merger/Acquisition,S&P 500,0.28,210.73,Positive,Real Estate,High,ExxonMobil,https://www.cnbc.com/2025/09/automotive-industry-trends,Positive,semiconductor shortage weigh heavily tech sector profit,Negative,0.9965077557135372,Neutral,0.9426727294921876,Neutral,0.9426727294921876,Negative,0.3689611291988223,[SECTOR]Real Estate [EVENT]Major Merger/Acquisition [INDEX]S&P 500 || Semiconductor shortages weigh heavily on tech sector profits,Negative,0.43135938294033105
2025-03-21,Semiconductor shortages weigh heavily on tech sector profits,Mint,Economic Data Release,FTSE 100,1.21,326.46,Neutral,Utilities,Low,Goldman Sachs,https://www.marketwatch.com/story/commodities-price-shock,Neutral,semiconductor shortage weigh heavily tech sector profit,Negative,0.9965077557135372,Neutral,0.9426727294921876,Neutral,0.9426727294921876,Negative,0.3689611291988223,[SECTOR]Utilities [EVENT]Economic Data Release [INDEX]FTSE 100 || Semiconductor shortages weigh heavily on tech sector profits,Neutral,1.0
2025-05-07,Gold prices surge as investors flee riskier assets,The Economist,Trade Tariffs Announcement,IBOVESPA,3.49,210.8,Neutral,Media & Entertainment,Medium,Tesla,https://www.forbes.com/crypto/cryptocurrency-regulation,Neutral,gold price surge investor flee risky asset,Positive,0.735849916934967,Neutral,0.7202873229980469,Neutral,0.7202873229980469,Neutral,0.3835349098006431,[SECTOR]Media & Entertainment [EVENT]Trade Tariffs Announcement [INDEX]IBOVESPA || Gold prices surge as investors flee riskier assets,Neutral,0.46513161468185577
2025-02-14,Government subsidy program gives a lift to the agriculture sector,Mint,Corporate Earnings Report,S&P/TSX Composite,-0.48,338.38,Neutral,Healthcare,Medium,JP Morgan Chase,https://www.reuters.com/business/retail-sector-earnings,Neutral,government subsidy program give lift agriculture sector,Positive,0.9988086223602296,Negative,0.9177612662315368,Negative,0.9177612662315368,Positive,0.3621604638443979,[SECTOR]Healthcare [EVENT]Corporate Earnings Report [INDEX]S&P/TSX Composite || Government subsidy program gives a lift to the agriculture sector,Neutral,0.43757053138295743
2025-04-27,No Headline,Wall Street Journal,Market Rally,BSE Sensex,-4.9,461.59,Negative,Automotive,High,Tata Motors,https://www.investopedia.com/articles/supply-chain-disruption,Negative,headline,Positive,0.98231041431427,Positive,0.8201241493225098,Positive,0.8201241493225098,Negative,0.3500982620596941,[SECTOR]Automotive [EVENT]Market Rally [INDEX]BSE Sensex || headline,Neutral,0.39299597754119975
2025-05-15,Geopolitical ceasefire prompts a broad market recovery,Mint,Corporate Earnings Report,Dow Jones,4.28,464.65,Neutral,Materials,High,Reliance Industries,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,Neutral,geopolitical ceasefire prompt broad market recovery,Positive,0.9962019324302672,Positive,0.7203060984611511,Positive,0.7203060984611511,Negative,0.3511855845607796,[SECTOR]Materials [EVENT]Corporate Earnings Report [INDEX]Dow Jones || Geopolitical ceasefire prompts a broad market recovery,Neutral,0.4040001531269006
2025-02-09,Massive stock buyback program announced by a consumer goods company,Investopedia,Corporate Earnings Report,NSE Nifty,-4.03,266.37,Positive,Agriculture,Medium,ExxonMobil,https://www.moneycontrol.com/us-markets/sp-500,Positive,massive stock buyback program announce consumer good company,Negative,0.995518347248435,Positive,0.6850826740264893,Positive,0.6850826740264893,Neutral,0.3986073563227074,[SECTOR]Agriculture [EVENT]Corporate Earnings Report [INDEX]NSE Nifty || Massive stock buyback program announced by a consumer goods company,Positive,0.38975059123598177
2025-06-15,Media and Entertainment companies report a surge in streaming revenue,Barron's,Economic Data Release,Euro Stoxx 50,-1.18,412.76,Neutral,Consumer Goods,Low,Boeing,https://www.ft.com/content/currency-devaluation,Neutral,medium entertainment company report surge stream revenue,Positive,0.9220927953720092,Negative,0.8932713866233826,Negative,0.8932713866233826,Neutral,0.3865451407887925,[SECTOR]Consumer Goods [EVENT]Economic Data Release [INDEX]Euro Stoxx 50 || Media and Entertainment companies report a surge in streaming revenue,Negative,0.4481716848555577
2025-03-16,A massive data breach sends a tech company's stock tumbling,Investopedia,Unemployment Rate Announcement,Shanghai Composite,,393.12,Neutral,Automotive,Medium,Boeing,https://www.moneycontrol.com/us-markets/nasdaq-composite,Neutral,massive datum breach send tech company stock tumbling,Negative,0.9995978150691373,Neutral,0.8904951810836792,Neutral,0.8904951810836792,Neutral,0.4338203852580539,[SECTOR]Automotive [EVENT]Unemployment Rate Announcement [INDEX]Shanghai Composite || A massive data breach sends a tech company's stock tumbling,Neutral,0.3637771238660711
2025-06-21,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Financial Times,Major Merger/Acquisition,IBOVESPA,-1.28,105.33,Neutral,Transportation,High,Tesla,https://www.bloomberg.com/middle-east/news/bond-market-fluctuation,Neutral,major technology firm acquire small rival multi billion dollar deal,Positive,0.9964330196380616,Negative,0.6925921440124512,Negative,0.6925921440124512,Positive,0.3832058828527983,[SECTOR]Transportation [EVENT]Major Merger/Acquisition [INDEX]IBOVESPA || Major technology firm acquires a smaller rival in a multi-billion dollar deal,Neutral,1.0
